CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Ballade no. 1 in G minor, Op. 23.m4a.mp3;614;Eb major;90 - 120;Sad : 0.63, Romantic : 0.53, Calm : 0.49, Dark : 0.47, Chilled : 0.44, Spherical : 0.34, Epic : 0.31, Scary : 0.19, Energetic : 0.15, Happy : 0.14, Aggressive : 0.05, Uplifting : 0.04, Sexy : 0.02;romantic, sad;-0.63;-0.33;medium;negative;medium;low;calm, classical, chilled, romantic, moderate, tender, sentimental, sad, emotional, soft, touching, smooth, feeling, emotion, chillout, love, spherical, romance, sphere, contemplative
Cantabile in Bb, B. 84.m4a.mp3;63;Bb major;0 - 30;Calm : 0.92, Chilled : 0.89, Romantic : 0.88, Sad : 0.72, Spherical : 0.42, Happy : 0.22, Dark : 0.18, Epic : 0.07, Sexy : 0.06, Energetic : 0.02, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.43;-0.87;low;negative;low;low;calm, chilled, chillout, tender, smooth, moderate, relaxed, soft, romantic, feeling, sentimental, touching, emotion, gentle, romance, love, easy, soulful, tranquil, laid back
Cello Sonata - I. Prologue - lent.m4a.mp3;286;D minor;60 - 90;Dark : 0.74, Sad : 0.62, Spherical : 0.49, Scary : 0.42, Calm : 0.35, Epic : 0.32, Chilled : 0.29, Romantic : 0.25, Energetic : 0.15, Aggressive : 0.08, Happy : 0.03, Uplifting : 0.03, Sexy : 0.02;dark, sad;-0.83;-0.19;medium;negative;medium;low;dark, classical, scary, sinister, sad, spherical, sphere, ominous, gloomy, atmosphere, calm, epic, moderate, affecting, classical influence, horror, arcane, menacing, emotional, sentimental
Cello Sonata - II. Serenade - Moderement anime.m4a.mp3;216;C major;60 - 90;Dark : 0.77, Sad : 0.59, Scary : 0.47, Spherical : 0.44, Calm : 0.30, Epic : 0.27, Chilled : 0.26, Romantic : 0.24, Energetic : 0.15, Aggressive : 0.11, Happy : 0.04, Uplifting : 0.03, Sexy : 0.02;dark, sad;-0.82;-0.15;medium;negative;low;low;dark, scary, classical, sinister, ominous, gloomy, sad, spherical, sphere, atmosphere, horror, menacing, spooky, scare, epic, creepy, threatening, calm, daunting, scaring
Cello Sonata in G Minor, Op. 65 - II. Scherzo.m4a.mp3;282;D minor;105 - 135;Sad : 0.59, Dark : 0.54, Epic : 0.43, Romantic : 0.37, Spherical : 0.34, Calm : 0.29, Chilled : 0.28, Scary : 0.26, Energetic : 0.22, Happy : 0.13, Uplifting : 0.07, Aggressive : 0.06, Sexy : 0.02;dark, sad;-0.62;-0.07;medium;negative;medium;medium;classical, sad, dark, epic, classical influence, calm, sinister, scary, emotional, spherical, sphere, sentimental, atmosphere, romantic, moderate, gloomy, affecting, ominous, touching, feeling
Cello Sonata in G Minor, Op. 65 - III. Largo.m4a.mp3;219;Bb major;45 - 75;Calm : 0.78, Sad : 0.76, Chilled : 0.66, Romantic : 0.60, Spherical : 0.58, Dark : 0.49, Epic : 0.18, Scary : 0.13, Happy : 0.05, Energetic : 0.03, Aggressive : 0.02, Sexy : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad, spherical;-0.73;-0.67;low;negative;low;low;calm, chilled, moderate, tender, chillout, smooth, soft, sentimental, spherical, sphere, romantic, relaxed, touching, feeling, emotion, contemplative, gentle, emotional, soulful, pensive
Cello Sonata in G Minor, Op. 65 - IV. Finale. Allegro.m4a.mp3;380;D minor;225 - 255;Sad : 0.50, Epic : 0.48, Romantic : 0.43, Dark : 0.35, Chilled : 0.30, Energetic : 0.30, Spherical : 0.25, Calm : 0.24, Happy : 0.22, Scary : 0.15, Uplifting : 0.11, Aggressive : 0.05, Sexy : 0.02;sad;-0.38;0.06;medium;negative;medium;low;classical, epic, classical influence, sad, romantic, emotional, calm, sentimental, love, chilled, touching, tender, feeling, affecting, moderate, emotion, romance, soulful, soft, spherical
Chaconne for Violin and Piano in G Minor.m4a.mp3;595;G minor;75 - 105;Dark : 0.66, Sad : 0.66, Spherical : 0.41, Epic : 0.40, Calm : 0.39, Romantic : 0.37, Scary : 0.34, Chilled : 0.30, Energetic : 0.16, Aggressive : 0.07, Happy : 0.07, Uplifting : 0.04, Sexy : 0.01;dark, sad;-0.77;-0.22;medium;negative;medium;low;classical, dark, sad, sinister, scary, calm, spherical, sphere, gloomy, epic, moderate, atmosphere, ominous, emotional, sentimental, affecting, classical influence, touching, chilled, contemplative
Concerto Grosso in B flat major no. 7, HWV 325 - I. Largo allegro.m4a.mp3;225;Bb major;120 - 150;Sad : 0.58, Romantic : 0.50, Epic : 0.46, Chilled : 0.44, Calm : 0.41, Spherical : 0.41, Dark : 0.36, Energetic : 0.19, Happy : 0.17, Scary : 0.14, Uplifting : 0.07, Aggressive : 0.03, Sexy : 0.02;romantic, sad;-0.49;-0.20;medium;negative;medium;medium;classical, calm, chilled, romantic, moderate, emotional, tender, sentimental, spherical, sphere, touching, feeling, sad, soft, emotion, smooth, chillout, love, affecting, soulful
Chaconne _La Follia_.mp3.mp3;648;G minor;135 - 165;Calm : 0.76, Sad : 0.74, Chilled : 0.68, Romantic : 0.66, Spherical : 0.53, Dark : 0.43, Epic : 0.18, Scary : 0.12, Happy : 0.09, Energetic : 0.05, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad, spherical;-0.68;-0.66;low;negative;low;low;calm, chilled, moderate, tender, romantic, chillout, smooth, soft, sentimental, relaxed, touching, feeling, gentle, emotion, spherical, sphere, love, emotional, contemplative, romance
Concerto Grosso no. 4, HWV 322 - IV. Allegro.flac.mp3;118;E minor;75 - 105;Sad : 0.72, Romantic : 0.62, Calm : 0.59, Epic : 0.52, Chilled : 0.48, Spherical : 0.45, Dark : 0.42, Scary : 0.15, Energetic : 0.09, Happy : 0.09, Aggressive : 0.03, Uplifting : 0.03, Sexy : 0.01;calm, epic, romantic, sad;-0.72;-0.50;low;negative;low;low;calm, classical, romantic, moderate, chilled, tender, sentimental, sad, emotional, soft, smooth, love, touching, feeling, emotion, romance, chillout, spherical, sphere, contemplative
Cello Sonata in G Minor, Op. 65 - I. Allegro Moderato.m4a.mp3;663;G minor;120 - 150;Sad : 0.64, Dark : 0.54, Romantic : 0.44, Calm : 0.43, Spherical : 0.39, Chilled : 0.38, Epic : 0.34, Scary : 0.24, Energetic : 0.14, Happy : 0.10, Aggressive : 0.05, Uplifting : 0.04, Sexy : 0.02;dark, sad;-0.68;-0.28;medium;negative;medium;low;classical, calm, sad, moderate, chilled, emotional, spherical, sphere, sentimental, romantic, dark, tender, touching, feeling, atmosphere, soft, affecting, emotion, smooth, contemplative
Cello Sonata - III. Finale - Anime.m4a.mp3;233;Eb major;60 - 90;Sad : 0.57, Dark : 0.50, Epic : 0.41, Romantic : 0.39, Spherical : 0.35, Chilled : 0.31, Calm : 0.30, Scary : 0.27, Energetic : 0.20, Happy : 0.13, Aggressive : 0.06, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.60;-0.11;medium;negative;medium;medium;classical, sad, dark, calm, epic, classical influence, emotional, spherical, sphere, sinister, scary, sentimental, romantic, moderate, atmosphere, affecting, chilled, touching, feeling, tender
Concerto in D Major, Op. 3_9 _L'estro armonico_.mp3;556;D major;345 - 375;Sad : 0.60, Chilled : 0.56, Calm : 0.53, Romantic : 0.52, Dark : 0.46, Spherical : 0.45, Happy : 0.21, Scary : 0.20, Epic : 0.18, Energetic : 0.09, Aggressive : 0.04, Uplifting : 0.04, Sexy : 0.03;calm, chilled, romantic, sad;-0.49;-0.42;low;variable;low;high;calm, chilled, classical, moderate, tender, romantic, chillout, soft, smooth, sentimental, spherical, sphere, touching, feeling, emotional, emotion, relaxed, gentle, soulful, contemplative
Concerto in A Minor, Op. 3_6   L'Estro Armonico.mp3;469;A minor;105 - 135;Sad : 0.56, Romantic : 0.48, Epic : 0.46, Dark : 0.38, Calm : 0.36, Chilled : 0.36, Spherical : 0.30, Energetic : 0.26, Happy : 0.18, Scary : 0.15, Uplifting : 0.09, Aggressive : 0.05, Sexy : 0.02;sad;-0.47;-0.07;variable;negative;high;medium;classical, calm, romantic, sad, emotional, chilled, sentimental, moderate, tender, touching, feeling, love, emotion, soft, epic, affecting, romance, spherical, sphere, smooth
Chacony in G minor, Z. 730.mp3.mp3;367;G minor;300 - 330;Sad : 0.66, Epic : 0.53, Romantic : 0.52, Calm : 0.45, Dark : 0.45, Spherical : 0.42, Chilled : 0.41, Scary : 0.17, Energetic : 0.15, Happy : 0.11, Uplifting : 0.04, Aggressive : 0.03, Sexy : 0.02;epic, romantic, sad;-0.67;-0.30;medium;negative;low;low;classical, calm, sad, romantic, moderate, chilled, emotional, sentimental, tender, spherical, sphere, touching, feeling, soft, emotion, love, smooth, affecting, contemplative, epic
Concerto Grosso 12 in d minor_La Follia.mp3.mp3;818;D minor;270 - 300;Sad : 0.62, Epic : 0.49, Romantic : 0.49, Dark : 0.43, Calm : 0.41, Spherical : 0.39, Chilled : 0.38, Energetic : 0.19, Scary : 0.17, Happy : 0.14, Uplifting : 0.06, Aggressive : 0.04, Sexy : 0.02;sad;-0.57;-0.21;medium;negative;medium;medium;classical, calm, sad, romantic, moderate, emotional, chilled, sentimental, tender, spherical, sphere, touching, feeling, soft, emotion, affecting, love, smooth, epic, atmosphere
Concerto Grosso no. 4, HWV 322- I. Larghetto affettuoso.flac.mp3;99;E minor;60 - 90;Sad : 0.77, Calm : 0.71, Romantic : 0.60, Chilled : 0.53, Dark : 0.53, Spherical : 0.52, Epic : 0.36, Scary : 0.16, Energetic : 0.05, Happy : 0.05, Aggressive : 0.03, Uplifting : 0.02, Sexy : 0.01;calm, chilled, dark, romantic, sad, spherical;-0.78;-0.61;low;negative;low;low;calm, moderate, chilled, tender, romantic, classical, sentimental, smooth, soft, sad, chillout, spherical, sphere, touching, emotional, feeling, contemplative, emotion, gentle, love
Concerto Grosso No.4 in a minor, Op. 6.mp3;312;F major;60 - 90;Sad : 0.54, Epic : 0.47, Romantic : 0.45, Dark : 0.41, Chilled : 0.31, Calm : 0.30, Spherical : 0.30, Energetic : 0.26, Happy : 0.21, Scary : 0.18, Uplifting : 0.10, Aggressive : 0.05, Sexy : 0.02;sad;-0.44;-0.04;medium;variable;medium;high;classical, sad, romantic, calm, epic, emotional, classical influence, sentimental, moderate, chilled, tender, love, touching, feeling, affecting, emotion, spherical, sphere, romance, soft
Concerto in B minor, Op.7 No.7.mp3;614;B minor;90 - 120;Romantic : 0.63, Chilled : 0.61, Sad : 0.57, Calm : 0.55, Spherical : 0.39, Happy : 0.28, Dark : 0.27, Epic : 0.24, Energetic : 0.12, Uplifting : 0.07, Scary : 0.06, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.30;-0.40;low;variable;medium;high;calm, chilled, romantic, classical, moderate, tender, chillout, soft, smooth, love, sentimental, feeling, romance, emotional, relaxed, touching, gentle, emotion, soulful, easy
D. 537 - I. Allegro ma non troppo.m4a.mp3;350;F major;285 - 315;Romantic : 0.66, Sad : 0.65, Calm : 0.61, Chilled : 0.57, Dark : 0.38, Spherical : 0.31, Epic : 0.19, Happy : 0.19, Scary : 0.12, Energetic : 0.09, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.03;calm, chilled, romantic, sad;-0.54;-0.52;low;negative;low;low;calm, chilled, romantic, moderate, tender, smooth, soft, chillout, sentimental, love, romance, feeling, touching, classical, relaxed, emotional, emotion, gentle, soulful, contemplative
Courante.mp3.mp3;163;Bb major;90 - 120;Happy : 0.52, Romantic : 0.50, Chilled : 0.45, Sad : 0.36, Energetic : 0.26, Calm : 0.23, Epic : 0.21, Spherical : 0.18, Dark : 0.17, Uplifting : 0.16, Scary : 0.06, Sexy : 0.05, Aggressive : 0.03;happy, romantic;0.12;0.04;medium;balanced;low;low;classical, romantic, chilled, love, emotional, tender, calm, classical influence, romance, happy, soft, feeling, chillout, touching, sentimental, gentle, emotion, moderate, smooth, soulful
Concerto Grosso in B flat major no. 7, HWV 325 - II. Largo e piano.m4a.mp3;181;G minor;90 - 120;Sad : 0.75, Calm : 0.72, Spherical : 0.65, Dark : 0.62, Chilled : 0.61, Romantic : 0.49, Epic : 0.23, Scary : 0.21, Energetic : 0.04, Happy : 0.04, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.02;calm, chilled, dark, sad, spherical;-0.78;-0.62;low;negative;low;low;calm, chilled, moderate, spherical, sphere, chillout, smooth, tender, soft, sentimental, atmosphere, touching, contemplative, feeling, emotion, relaxed, floating, pensive, affecting, gentle
Concerto Grosso in B flat Major.mp3;658;Bb major;165 - 195;Romantic : 0.60, Chilled : 0.59, Happy : 0.46, Sad : 0.43, Calm : 0.40, Spherical : 0.28, Epic : 0.20, Dark : 0.17, Energetic : 0.16, Uplifting : 0.11, Sexy : 0.05, Scary : 0.04, Aggressive : 0.02;chilled, romantic;0.00;-0.23;medium;variable;medium;high;classical, chilled, romantic, calm, tender, love, chillout, moderate, soft, smooth, romance, emotional, relaxed, gentle, feeling, sentimental, touching, emotion, soulful, easy
Concerto Grosso in B flat major no. 7, HWV 325 - IV. Hornpipe.m4a.mp3;146;F major;75 - 105;Romantic : 0.56, Sad : 0.52, Chilled : 0.46, Epic : 0.43, Calm : 0.36, Spherical : 0.32, Happy : 0.28, Dark : 0.25, Energetic : 0.20, Scary : 0.09, Uplifting : 0.08, Aggressive : 0.03, Sexy : 0.02;romantic, sad;-0.29;-0.17;medium;balanced;medium;medium;classical, romantic, calm, chilled, emotional, tender, love, moderate, sentimental, romance, soft, feeling, touching, emotion, smooth, chillout, gentle, soulful, sad, affecting
Concerto No. 10 in F Major - Preludio _ Sarabanda.mp3.mp3;264;F major;60 - 90;Calm : 0.77, Romantic : 0.74, Sad : 0.73, Chilled : 0.68, Spherical : 0.47, Dark : 0.31, Epic : 0.28, Happy : 0.14, Scary : 0.07, Energetic : 0.04, Aggressive : 0.02, Sexy : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.62;-0.69;low;negative;low;low;calm, chilled, moderate, romantic, tender, smooth, soft, chillout, sentimental, love, relaxed, romance, feeling, touching, gentle, emotion, emotional, soulful, contemplative, classical
Enigma variations, Op. 36 - Variation III (Allegretto) R.B.T..mp3;97;G major;15 - 45;Sad : 0.68, Epic : 0.57, Romantic : 0.47, Dark : 0.45, Spherical : 0.45, Calm : 0.43, Chilled : 0.38, Scary : 0.16, Energetic : 0.12, Happy : 0.07, Uplifting : 0.04, Aggressive : 0.03, Sexy : 0.01;epic, sad;-0.76;-0.32;medium;negative;low;low;classical, calm, sad, moderate, emotional, spherical, sphere, romantic, sentimental, chilled, epic, tender, touching, feeling, atmosphere, soft, affecting, emotion, smooth, contemplative
Concerto Grosso in b minor op 6_12.mp3;Track with id 2008650 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
D. 960 - III. Scherzo： Allegro vivace con delicatezza.m4a.mp3;275;Db major;90 - 120;Romantic : 0.67, Chilled : 0.58, Sad : 0.52, Calm : 0.49, Happy : 0.38, Spherical : 0.24, Dark : 0.22, Epic : 0.19, Energetic : 0.13, Uplifting : 0.07, Scary : 0.06, Sexy : 0.04, Aggressive : 0.02;chilled, romantic, sad;-0.20;-0.36;low;balanced;low;medium;chilled, calm, romantic, tender, love, classical, moderate, soft, chillout, smooth, romance, sentimental, relaxed, feeling, emotional, touching, gentle, emotion, soulful, easy
Christoph Willibald Gluck - Fruhlingsfeier.flac.mp3;Track with id 2008652 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Enigma variations, Op. 36 - Variation I (L'istesso tempo) C.A.E..mp3;105;G minor;15 - 45;Calm : 0.80, Romantic : 0.76, Chilled : 0.75, Sad : 0.72, Spherical : 0.54, Epic : 0.30, Dark : 0.24, Happy : 0.13, Energetic : 0.04, Scary : 0.04, Sexy : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad, spherical;-0.61;-0.74;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, feeling, touching, love, emotion, gentle, romance, emotional, soulful, contemplative, spherical
Enigma variations, Op. 36 - Theme (Andante).mp3;75;G minor;15 - 45;Calm : 0.76, Sad : 0.75, Chilled : 0.69, Romantic : 0.68, Spherical : 0.57, Epic : 0.35, Dark : 0.33, Happy : 0.08, Scary : 0.07, Energetic : 0.05, Sexy : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad, spherical;-0.70;-0.67;low;negative;low;low;calm, chilled, moderate, tender, chillout, smooth, soft, romantic, sentimental, relaxed, feeling, touching, spherical, sphere, emotion, gentle, contemplative, emotional, love, soulful
Concerto Grosso no. 4, HWV 322 - III. Largo e piano.flac.mp3;279;D major;135 - 165;Romantic : 0.69, Sad : 0.56, Chilled : 0.52, Calm : 0.46, Epic : 0.43, Happy : 0.30, Spherical : 0.29, Dark : 0.19, Energetic : 0.15, Uplifting : 0.07, Scary : 0.05, Aggressive : 0.02, Sexy : 0.02;chilled, romantic, sad;-0.29;-0.31;medium;balanced;low;low;classical, romantic, calm, chilled, love, tender, romance, moderate, emotional, sentimental, soft, smooth, feeling, touching, chillout, gentle, emotion, soulful, relaxed, affecting
Concerto Grosso no. 4, HWV 322 - II. Allegro.flac.mp3;192;E minor;60 - 90;Romantic : 0.62, Sad : 0.53, Chilled : 0.47, Epic : 0.46, Calm : 0.39, Happy : 0.29, Spherical : 0.28, Dark : 0.23, Energetic : 0.19, Scary : 0.09, Uplifting : 0.08, Aggressive : 0.03, Sexy : 0.02;romantic, sad;-0.29;-0.20;medium;balanced;medium;medium;classical, romantic, calm, chilled, love, tender, emotional, romance, moderate, sentimental, soft, feeling, touching, emotion, smooth, chillout, gentle, soulful, relaxed, sad
D. 537 - III. Allegro vivace.m4a.mp3;297;A major;150 - 180;Romantic : 0.70, Calm : 0.60, Chilled : 0.60, Sad : 0.60, Spherical : 0.27, Dark : 0.26, Happy : 0.25, Epic : 0.20, Energetic : 0.11, Scary : 0.06, Uplifting : 0.05, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.39;-0.49;low;negative;medium;medium;calm, chilled, romantic, tender, moderate, love, soft, smooth, chillout, romance, sentimental, relaxed, feeling, touching, gentle, emotional, emotion, classical, soulful, easy
Concerto Grosso in B flat major no. 7, HWV 325 - III. Andante.m4a.mp3;256;Bb major;150 - 180;Sad : 0.66, Romantic : 0.64, Calm : 0.57, Chilled : 0.52, Epic : 0.40, Spherical : 0.39, Dark : 0.34, Happy : 0.16, Energetic : 0.11, Scary : 0.10, Uplifting : 0.04, Aggressive : 0.02, Sexy : 0.02;calm, chilled, romantic, sad;-0.57;-0.46;low;negative;low;low;calm, classical, romantic, chilled, moderate, tender, sentimental, love, soft, emotional, smooth, romance, chillout, touching, feeling, emotion, gentle, sad, relaxed, soulful
Don Perez Freire.mp3.mp3;221;A major;0 - 30;Romantic : 0.86, Chilled : 0.83, Calm : 0.76, Sad : 0.55, Happy : 0.45, Spherical : 0.28, Dark : 0.11, Epic : 0.10, Sexy : 0.06, Energetic : 0.05, Uplifting : 0.04, Scary : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.08;-0.71;low;balanced;low;low;chilled, calm, romantic, tender, chillout, smooth, moderate, relaxed, soft, love, romance, gentle, feeling, sentimental, touching, emotion, easy, soulful, laid back, emotional
Egmont Overture Op. 84.m4a.mp3;541;F minor;300 - 330;Epic : 0.58, Dark : 0.50, Sad : 0.50, Energetic : 0.39, Spherical : 0.33, Scary : 0.29, Romantic : 0.26, Chilled : 0.20, Calm : 0.19, Uplifting : 0.14, Aggressive : 0.10, Happy : 0.08, Sexy : 0.02;dark, epic, sad;-0.57;0.20;variable;negative;high;medium;classical, epic, dark, scary, sinister, sad, classical influence, ominous, gloomy, spherical, sphere, trailers and promos, super hero, action thriller, atmosphere, menacing, emotional, powerful, horror, affecting
D. 960 - IV. Allegro ma non troppo.m4a.mp3;545;Bb major;135 - 165;Romantic : 0.54, Sad : 0.54, Chilled : 0.43, Calm : 0.38, Dark : 0.37, Happy : 0.27, Spherical : 0.26, Epic : 0.23, Energetic : 0.18, Scary : 0.14, Uplifting : 0.07, Aggressive : 0.04, Sexy : 0.03;romantic, sad;-0.39;-0.21;medium;negative;medium;medium;classical, calm, romantic, chilled, tender, moderate, sentimental, emotional, love, soft, feeling, touching, smooth, chillout, emotion, romance, sad, gentle, soulful, relaxed
D. 960 - I. Molto moderato.m4a.mp3;Track with id 2008662 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Die Zelle in Nonnenwerth, S.274.mp3.mp3;437;C major;180 - 210;Sad : 0.69, Dark : 0.62, Calm : 0.61, Chilled : 0.50, Spherical : 0.49, Romantic : 0.48, Scary : 0.30, Epic : 0.17, Aggressive : 0.06, Energetic : 0.06, Happy : 0.06, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, sad;-0.77;-0.52;low;negative;low;low;calm, classical, moderate, chilled, spherical, sphere, sad, tender, sentimental, smooth, soft, chillout, touching, romantic, contemplative, feeling, emotional, atmosphere, emotion, affecting
Ecce vidimus.mp3;183;D minor;60 - 90;Sad : 0.66, Spherical : 0.53, Epic : 0.50, Calm : 0.48, Chilled : 0.46, Romantic : 0.46, Dark : 0.43, Energetic : 0.15, Scary : 0.15, Happy : 0.07, Uplifting : 0.05, Aggressive : 0.04, Sexy : 0.03;sad, spherical;-0.69;-0.32;medium;negative;medium;low;classical, calm, chilled, moderate, spherical, sphere, sad, sentimental, tender, emotional, romantic, touching, atmosphere, soft, feeling, smooth, chillout, affecting, emotion, contemplative
